"601700398255:234645246699","601700398255","234645246699","2056044605"
"596597530200:234645246699","596597530200","234645246699","2056044605"
"587836711510:234645246699","587836711510","234645246699","2056044605"
"601262496703:234645246699","601262496703","234645246699","2056044605"
"601096446437:234645246699","601096446437","234645246699","2056044605"
"601643609205:234645246699","601643609205","234645246699","2056044605"
"571791110498:234645246699","571791110498","234645246699","2056044605"
"601951899824:234645246699","601951899824","234645246699","2056044605"
"595666625518:234645246699","595666625518","234645246699","2056044605"
"596084347037:234645246699","596084347037","234645246699","2056044605"
"572247362795:234645246699","572247362795","234645246699","2056044605"
"577319088045:234645246699","577319088045","234645246699","2056044605"
"22116300751:234645246699","22116300751","234645246699","2056044605"
"566138460857:234645246699","566138460857","234645246699","2056044605"
"597858060030:234645246699","597858060030","234645246699","2056044605"
"601650614043:234645246699","601650614043","234645246699","2056044605"
"557216144748:234645246699","557216144748","234645246699","2056044605"
"595147963244:234645246699","595147963244","234645246699","2056044605"
"565119442720:234645246699","565119442720","234645246699","2056044605"
"552354156332:234645246699","552354156332","234645246699","2056044605"
"595655393290:234645246699","595655393290","234645246699","2056044605"
"593728853914:234645246699","593728853914","234645246699","2056044605"
"601633026975:234645246699","601633026975","234645246699","2056044605"
"592454226788:234645246699","592454226788","234645246699","2056044605"
"42593824534:234645246699","42593824534","234645246699","2056044605"
"537955316446:234645246699","537955316446","234645246699","2056044605"
"544644252772:234645246699","544644252772","234645246699","2056044605"
"598839010257:234645246699","598839010257","234645246699","2056044605"
"600301948929:234645246699","600301948929","234645246699","2056044605"
"597418741407:234645246699","597418741407","234645246699","2056044605"
"595593737970:234645246699","595593737970","234645246699","2056044605"
"600771249088:234645246699","600771249088","234645246699","2056044605"
"590628525437:234645246699","590628525437","234645246699","2056044605"
"601295323050:234645246699","601295323050","234645246699","2056044605"
"601096614809:234645246699","601096614809","234645246699","2056044605"
"601299431533:234645246699","601299431533","234645246699","2056044605"
"583826744765:234645246699","583826744765","234645246699","2056044605"
"571556877320:234645246699","571556877320","234645246699","2056044605"
"592132881850:234645246699","592132881850","234645246699","2056044605"
"557085802908:234645246699","557085802908","234645246699","2056044605"
"575214116655:234645246699","575214116655","234645246699","2056044605"
"596084013151:234645246699","596084013151","234645246699","2056044605"
"599794741422:234645246699","599794741422","234645246699","2056044605"
"598606102041:234645246699","598606102041","234645246699","2056044605"
"601556105709:234645246699","601556105709","234645246699","2056044605"
"599370097074:234645246699","599370097074","234645246699","2056044605"
"561026732325:234645246699","561026732325","234645246699","2056044605"
"594347876965:234645246699","594347876965","234645246699","2056044605"
"540223986400:234645246699","540223986400","234645246699","2056044605"
"552935679358:234645246699","552935679358","234645246699","2056044605"
"593746133011:234645246699","593746133011","234645246699","2056044605"
"595245113757:234645246699","595245113757","234645246699","2056044605"
"595018080665:234645246699","595018080665","234645246699","2056044605"
"601140867273:234645246699","601140867273","234645246699","2056044605"
"580761651930:234645246699","580761651930","234645246699","2056044605"
"575810924611:234645246699","575810924611","234645246699","2056044605"
"563328056811:234645246699","563328056811","234645246699","2056044605"
"589372097120:234645246699","589372097120","234645246699","2056044605"
"589370057455:234645246699","589370057455","234645246699","2056044605"
"595118572683:234645246699","595118572683","234645246699","2056044605"
"595526110794:234645246699","595526110794","234645246699","2056044605"
"524671867704:234645246699","524671867704","234645246699","2056044605"
"592080111478:234645246699","592080111478","234645246699","2056044605"
"594480985054:234645246699","594480985054","234645246699","2056044605"
"601700398255:234671375003","601700398255","234671375003","2056044605"
"43164699622:234671375003","43164699622","234671375003","2056044605"
"595118572683:234671375003","595118572683","234671375003","2056044605"
"595526110794:234671375003","595526110794","234671375003","2056044605"
"601487589271:234671375003","601487589271","234671375003","2056044605"
"601481201592:234671375003","601481201592","234671375003","2056044605"
"580459151841:234671375003","580459151841","234671375003","2056044605"
"601883431721:234671375003","601883431721","234671375003","2056044605"
"601689970163:234671375003","601689970163","234671375003","2056044605"
"601486577476:234671375003","601486577476","234671375003","2056044605"
"601097062307:234671375003","601097062307","234671375003","2056044605"
"601705674796:234671375003","601705674796","234671375003","2056044605"
"565249233360:234671375003","565249233360","234671375003","2056044605"
"594022682583:234671375003","594022682583","234671375003","2056044605"
"540209874788:234671375003","540209874788","234671375003","2056044605"
"599340747532:234671375003","599340747532","234671375003","2056044605"
"567729040242:234671375003","567729040242","234671375003","2056044605"
"594894957046:234671375003","594894957046","234671375003","2056044605"
"596572162516:234671375003","596572162516","234671375003","2056044605"
"601650614043:234671375003","601650614043","234671375003","2056044605"
"601650574284:234671375003","601650574284","234671375003","2056044605"
"601370938321:234671375003","601370938321","234671375003","2056044605"
"601155937424:234671375003","601155937424","234671375003","2056044605"
"601155345361:234671375003","601155345361","234671375003","2056044605"
"572254562317:234671375003","572254562317","234671375003","2056044605"
"561154410074:234671375003","561154410074","234671375003","2056044605"
"589496110758:234671375003","589496110758","234671375003","2056044605"
"593746133011:234671375003","593746133011","234671375003","2056044605"
"597265085922:234671375003","597265085922","234671375003","2056044605"
"566066056243:234671375003","566066056243","234671375003","2056044605"
"566138460857:234671375003","566138460857","234671375003","2056044605"
"574452694836:234671375003","574452694836","234671375003","2056044605"
"563328056811:234671375003","563328056811","234671375003","2056044605"
"520020537762:234671375003","520020537762","234671375003","2056044605"
"596483554748:234671375003","596483554748","234671375003","2056044605"
"593917986886:234671375003","593917986886","234671375003","2056044605"
"570320530848:234671375003","570320530848","234671375003","2056044605"
"600109524088:234671375003","600109524088","234671375003","2056044605"
"600770874791:234671375003","600770874791","234671375003","2056044605"
"596342688358:234671375003","596342688358","234671375003","2056044605"
"600814190096:234671375003","600814190096","234671375003","2056044605"
"600592311223:234671375003","600592311223","234671375003","2056044605"
"44801913983:234671375003","44801913983","234671375003","2056044605"
"571556877320:234671375003","571556877320","234671375003","2056044605"
"17522829926:234671375003","17522829926","234671375003","2056044605"
"567387669621:234671375003","567387669621","234671375003","2056044605"
"600251245567:234671375003","600251245567","234671375003","2056044605"
"562695594917:234671375003","562695594917","234671375003","2056044605"
"593728853914:234671375003","593728853914","234671375003","2056044605"
"587836711510:234671375003","587836711510","234671375003","2056044605"
"575422538360:234671375003","575422538360","234671375003","2056044605"
"600177448873:234671375003","600177448873","234671375003","2056044605"
"571652549428:234671375003","571652549428","234671375003","2056044605"
"595496667550:234671375003","595496667550","234671375003","2056044605"
"593827921767:234671375003","593827921767","234671375003","2056044605"
"594230148468:234671375003","594230148468","234671375003","2056044605"
"600771249088:234671375003","600771249088","234671375003","2056044605"
"590628525437:234671375003","590628525437","234671375003","2056044605"
"557833809033:234671375003","557833809033","234671375003","2056044605"
"576185270914:234671375003","576185270914","234671375003","2056044605"
"596728037840:234671375003","596728037840","234671375003","2056044605"
"599910590395:233960994460","599910590395","233960994460","2056044605"
"599614464059:233960994460","599614464059","233960994460","2056044605"
"597180908748:233960994460","597180908748","233960994460","2056044605"
"596164552094:233960994460","596164552094","233960994460","2056044605"
"575799917867:233960994460","575799917867","233960994460","2056044605"
"597023324847:233960994460","597023324847","233960994460","2056044605"
