"_id","anchor_id","anchor_name","biz_code","cover_img","location","room_num","start_time","title","created_at","have_into_sql"
"231366655523","2056044605","恩格尔是我爸爸","TAOBAO","//gw.alicdn.com/tfscom/i1/O1CN01hde2zE1jt8QZa5XmM_!!0-dgshop.jpg","无锡市","223785","1563361155000","阿天95席卷吃货节！","1567494235","false"
"232409242290","2056044605","恩格尔是我爸爸","TAOBAO","//gw.alicdn.com/tfscom/i1/O1CN01d1Zl4D1jt8QrdeQDC_!!0-dgshop.jpg","无锡市","223785","1564570667000","阿天九五七夕福利购","1567494235","false"
"232962337332","2056044605","恩格尔是我爸爸","TAOBAO","//gw.alicdn.com/tfscom/i4/O1CN01mFfNGe1jt8QvcDohJ_!!0-dgshop.jpg","无锡市","223785","1565261921000","宠粉节送对开门冰箱","1567494235","false"
"233689688506","2056044605","恩格尔是我爸爸","TAOBAO","//gw.alicdn.com/tfscom/i4/O1CN012GFxpq1jt8R2gmEKT_!!0-dgshop.jpg","无锡市","223785","1566040741000","95阿天席卷吃货节","1567494235","false"
"233960994460","2056044605","恩格尔是我爸爸","TAOBAO","//gw.alicdn.com/tfscom/i1/O1CN01n7EPCv1jt8R5camhs_!!2-dgshop.png","北京市","223785","1566129504000","希杰必品阁专场","1567494235","false"
"234671375003","2056044605","恩格尔是我爸爸","TAOBAO","//gw.alicdn.com/tfscom/i3/O1CN01BxqpyA1jt8REZBUQA_!!0-dgshop.jpg","无锡市","223785","1566815440000","呼吸不止美味不断","1567494236","false"
"234645246699","2056044605","恩格尔是我爸爸","TAOBAO","//gw.alicdn.com/tfscom/i1/O1CN01W4qNnd1jt8RBvoUSl_!!0-dgshop.jpg","无锡市","223785","1566989835000","中秋钜惠提前购","1567494236","false"
